./dataset/train/croped_positive_stop/10.jpg 1 0 0 145 148
./dataset/train/croped_positive_stop/11.jpg 1 0 0 85 84
./dataset/train/croped_positive_stop/12.jpg 1 0 0 99 98
./dataset/train/croped_positive_stop/13.jpg 1 0 0 69 89
./dataset/train/croped_positive_stop/14.jpg 1 0 0 62 60
./dataset/train/croped_positive_stop/16.JPG 1 0 0 59 68
./dataset/train/croped_positive_stop/18.jpg 1 0 0 156 165
./dataset/train/croped_positive_stop/19.jpg 1 0 0 42 43
./dataset/train/croped_positive_stop/1.JPG 1 0 0 277 308
./dataset/train/croped_positive_stop/20.jpg 1 0 0 66 64
./dataset/train/croped_positive_stop/21.jpg 1 0 0 112 145
./dataset/train/croped_positive_stop/22.jpg 1 0 0 60 51
./dataset/train/croped_positive_stop/23.jpg 1 0 0 39 42
./dataset/train/croped_positive_stop/24.jpg 1 0 0 310 311
./dataset/train/croped_positive_stop/25.jpg 1 0 0 94 89
./dataset/train/croped_positive_stop/26.jpg 1 0 0 84 92
./dataset/train/croped_positive_stop/27.jpg 1 0 0 216 213
./dataset/train/croped_positive_stop/28.jpg 1 0 0 101 90
./dataset/train/croped_positive_stop/29.jpg 1 0 0 56 52
./dataset/train/croped_positive_stop/2.jpg 1 0 0 54 57
./dataset/train/croped_positive_stop/30.jpg 1 0 0 84 84
./dataset/train/croped_positive_stop/31.jpg 1 0 0 49 49
./dataset/train/croped_positive_stop/32.jpg 1 0 0 62 61
./dataset/train/croped_positive_stop/33.jpg 1 0 0 180 185
./dataset/train/croped_positive_stop/34.jpg 1 0 0 107 109
./dataset/train/croped_positive_stop/35.jpg 1 0 0 115 148
./dataset/train/croped_positive_stop/36.jpg 1 0 0 96 88
./dataset/train/croped_positive_stop/37.jpg 1 0 0 100 95
./dataset/train/croped_positive_stop/38.jpg 1 0 0 104 115
./dataset/train/croped_positive_stop/39.jpg 1 0 0 196 218
./dataset/train/croped_positive_stop/3.jpg 1 0 0 43 45
./dataset/train/croped_positive_stop/40.jpg 1 0 0 140 158
./dataset/train/croped_positive_stop/41.jpg 1 0 0 138 140
./dataset/train/croped_positive_stop/43.jpg 1 0 0 42 45
./dataset/train/croped_positive_stop/44.jpg 1 0 0 40 45
./dataset/train/croped_positive_stop/45.jpg 1 0 0 79 71
./dataset/train/croped_positive_stop/46.jpg 1 0 0 997 1119
./dataset/train/croped_positive_stop/47.jpg 1 0 0 267 270
./dataset/train/croped_positive_stop/48.jpg 1 0 0 520 506
./dataset/train/croped_positive_stop/49.jpg 1 0 0 514 524
./dataset/train/croped_positive_stop/4.jpg 1 0 0 39 51
./dataset/train/croped_positive_stop/50.jpg 1 0 0 236 239
./dataset/train/croped_positive_stop/51.jpg 1 0 0 307 325
./dataset/train/croped_positive_stop/52.jpg 1 0 0 112 107
./dataset/train/croped_positive_stop/53.jpg 1 0 0 636 612
./dataset/train/croped_positive_stop/54.jpg 1 0 0 141 138
./dataset/train/croped_positive_stop/55.jpg 1 0 0 148 144
./dataset/train/croped_positive_stop/56.jpg 1 0 0 76 80
./dataset/train/croped_positive_stop/57.jpg 1 0 0 193 203
./dataset/train/croped_positive_stop/58.jpg 1 0 0 157 151
./dataset/train/croped_positive_stop/59.jpg 1 0 0 117 136
./dataset/train/croped_positive_stop/5.jpg 1 0 0 62 58
./dataset/train/croped_positive_stop/60.jpg 1 0 0 116 109
./dataset/train/croped_positive_stop/61.jpg 1 0 0 70 64
./dataset/train/croped_positive_stop/62.jpg 1 0 0 152 152
./dataset/train/croped_positive_stop/63.jpg 1 0 0 123 154
./dataset/train/croped_positive_stop/64.jpg 1 0 0 96 105
./dataset/train/croped_positive_stop/65.jpg 1 0 0 521 488
./dataset/train/croped_positive_stop/66.jpg 1 0 0 305 278
./dataset/train/croped_positive_stop/67.jpg 1 0 0 124 124
./dataset/train/croped_positive_stop/68.jpg 1 0 0 522 507
./dataset/train/croped_positive_stop/69.jpg 1 0 0 134 130
./dataset/train/croped_positive_stop/6.jpg 1 0 0 1141 1125
./dataset/train/croped_positive_stop/70.jpg 1 0 0 96 87
./dataset/train/croped_positive_stop/71.jpg 1 0 0 206 210
./dataset/train/croped_positive_stop/72.jpg 1 0 0 314 313
./dataset/train/croped_positive_stop/73.jpg 1 0 0 143 167
./dataset/train/croped_positive_stop/74.jpg 1 0 0 169 159
./dataset/train/croped_positive_stop/75.jpg 1 0 0 237 218
./dataset/train/croped_positive_stop/76.jpg 1 0 0 162 161
./dataset/train/croped_positive_stop/77.jpg 1 0 0 139 141
./dataset/train/croped_positive_stop/78.jpg 1 0 0 145 138
./dataset/train/croped_positive_stop/79.jpg 1 0 0 284 279
./dataset/train/croped_positive_stop/7.jpg 1 0 0 163 189
./dataset/train/croped_positive_stop/80.jpg 1 0 0 291 284
./dataset/train/croped_positive_stop/81.jpg 1 0 0 121 124
./dataset/train/croped_positive_stop/82.jpg 1 0 0 107 116
./dataset/train/croped_positive_stop/83.jpg 1 0 0 168 168
./dataset/train/croped_positive_stop/84.jpg 1 0 0 106 102
./dataset/train/croped_positive_stop/85.jpg 1 0 0 197 193
./dataset/train/croped_positive_stop/8.jpg 1 0 0 989 1117
./dataset/train/croped_positive_stop/9.jpg 1 0 0 26 31
